ID,Course Title,Course Length,Description,Image URL
2012232,IT Procurement Course Complete,COURSE • 2 hrs 22 mins,This course is complete course for an IT Procurement Professional. Anyone who is into buying IT Products and Services will benefit from this course...,https://img-c.udemycdn.com/course/480x270/3574689_116a_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjRhZjU1ZTU0YmRmY2UzOWFlOTNhYWVkYzJjOWI0MGNiIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3MzNkNWMyNjJlZjE1NzdmMzgyMDYwNzdmZmEzOGEyZjZmNWU5ZTE4IiwiZXhwIjoxNzA3NTgyMjQyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDQyLCJjaWQiOiI1MjUifQ.S3U4M2CByL3oAChHU2qk66GYRJGm2xAPyHC-fAO12ts
2012233,Managing Diverse Teams: Building Equity into SOPs,COURSE • 2 hrs 56 mins,"The work of change is slow and effortful. With the onset of the COVID 19 pandemic, the global workplace recognizes that we are more connected than ...",https://img-c.udemycdn.com/course/480x270/5294410_4adc_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijg0OTg0ZGIzOTVmYzc1NmY1OTdiY2Q4ODM5NTBiNTcwIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI4YjYzZjdjYTNjYTY5YjBjMmY3NTg4NTdhY2QzNmE3NmJiYzBkNDdhIiwiZXhwIjoxNzA3NTgyMjQ0LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDQ0LCJjaWQiOiI1MjUifQ.L5FPzh6XuEONIsk4lCjGDEVjiZUPrcJmuU5XapvECEM
2012234,Intro to Alteryx: Up & Running with Alteryx Designer,COURSE • 8 hrs 1 min,"This is a hands-on, project-based course designed to help you build automated workflows for extracting and transf...",https://img-c.udemycdn.com/course/480x270/5280340_57c8_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImRkY2ViNjkxOTc5OGQ0MjI0YWQ2NGI3NTQ1ZjRkOTFmIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI5NjI1ZjUzODgyZGI0YWU3NWZkYmJjZjYwMTJjMWM2NGYwMGYwNmRlIiwiZXhwIjoxNzA3NTgyMjQ3LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDQ3LCJjaWQiOiI1MjUifQ.IyDtXwWqSXOx6QyAAkIGBeFOEqKMu-Wh9bK1cYe_2l8
2012235,Public Relations for Startups | Dekker Fraser,COURSE • 4 hrs 52 mins,"Learn practical public relations (PR) for startups in this new course from renowned instructor Dekker Fraser, MBA.",https://img-c.udemycdn.com/course/480x270/5272252_b9b9_5.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImUxMjFkNjM5YmYyMTMzMjMxZTc3ZGEwMTM2M2M2ZmY3IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI5MGJjNWU1YzExYWEzYzUwNTZkMmI3MzE5YjM4YzUyNGJkZmRiMDE1IiwiZXhwIjoxNzA3NTgyMjUwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDUwLCJjaWQiOiI1MjUifQ.ezWnXiXToQrKrJlH4hP3BR3BKiRDnv_Avon0bzO8Eec
2012236,HubSpot Marketing Strategy - Reach your goals with HubSpot!,COURSE • 3 hrs 16 mins,Did you know that HubSpot is one of the few Marketing platforms that gives you features to tackle ALL stages of the Customer funne...,https://img-c.udemycdn.com/course/480x270/5189528_96ac_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImYzZGY4OWE2ZDg3OTIzYWQ3MjZhNmU1NTU5ZjBiMzVjIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIxODMwMWI1MjY0N2MwODgyZmM5OWMzZjhmYTFiMDI3ODkyODNkMmJlIiwiZXhwIjoxNzA3NTgyMjUzLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDUzLCJjaWQiOiI1MjUifQ.BftqVBaVvGPe2TSsXb2KHD9Ek2bOcOfgfgMtEcXTdsU
2012237,Problem Solving Masterclass - Guide To Problem Solving Skill,COURSE • 4 hrs 14 mins,"In today's fast-paced world, the ability to solve problems effectively is a vital skill that sets individuals apart, both personally and profession...",https://img-c.udemycdn.com/course/480x270/5187712_f6f4.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjQzZWFmMTU0MzE4NTYxNjE4M2VjMTUzOTZhM2IzYTJhIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI0MzRiODBkYWMzMmU5MjBiODJkOThmYTljOTA1NDA1ZTJhY2ZhZGVkIiwiZXhwIjoxNzA3NTgyMjU1LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDU1LCJjaWQiOiI1MjUifQ.PzL-ZOENTIybNuQWHwamDnS3i8rycgBBfoG4dSv3JuU
2012238,Cybersecurity Lab Environment in EVE NG,COURSE • 10 hrs 12 mins,Introduction:,https://img-c.udemycdn.com/course/480x270/4892500_5493_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjI3NDNjYjY2NDY5ZDdhYWM1YmM2ZjA3MDEzOTAyZjg4IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3YTNlZDZjZjYwMDNlMDA1NWE2NjljNTFiMTZmZDE4OWM1MjY3OGU1IiwiZXhwIjoxNzA3NTgyMjU2LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDU2LCJjaWQiOiI1MjUifQ.Ez0vF2Opm2_x-xsYjBIyoF4v410hgH_Z82iXj57ecz0
2012239,International Economics:  A Comprehensive Economics Course,COURSE • 4 hrs 49 mins,This International Economics course is ideal for anyone interested in gaining a further understanding international trade and business!&nbs...,https://img-c.udemycdn.com/course/480x270/3714338_0ed8_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjYyZmEwODY0Y2E1Y2M4N2VkNTJkMTg2YjhkN2MxNGRjIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIzZmU3NDMyNWI2ZWE2ZjYxYWM0YjA3MTVmMDQ4MTU1NzBkMTJjMWJmIiwiZXhwIjoxNzA3NTgyMjU5LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDU5LCJjaWQiOiI1MjUifQ.9YtaeYb5oxXGiC-Vr75pfijSxRF6YtMZ2ta_KqoxyOU
2012240,Microeconomics: A Comprehensive Economics Course,COURSE • 8 hrs 26 mins,This Microeconomics course is ideal for anyone interested in gaining a further understanding of the world you!  Economics is the study...,https://img-c.udemycdn.com/course/480x270/3704006_7ada_15.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImE1YTJkNWQwMzkwMGJiOTc2MmI2OTMwNmZkNGIzZmUwIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI4NzFkNjllMzRlOGIxMWY0NjBmMjcwMmFmM2Y4MTgyZWE4NjExODJmIiwiZXhwIjoxNzA3NTgyMjYyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDYyLCJjaWQiOiI1MjUifQ.Xrzogto8glmokw96gN45XN5gR-FKWx4i3v3Ybl0tmCw
2012241,Macroeconomics: A Comprehensive Economics Course,COURSE • 13 hrs 1 min,This Macroeconomics course is ideal for anyone interested in gaining a further understanding of the world around you!,https://img-c.udemycdn.com/course/480x270/3707394_29fc_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjNiN2E1NjJmMDgwNGQ2MTBhYTdmN2ViYWUzMGM2ZmVhIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI1YWI0NjUxMmQ3MmM0OTA1ODY4OGQwODY4ZDRkOTRmNDM4MmVjYjA1IiwiZXhwIjoxNzA3NTgyMjY1LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDY1LCJjaWQiOiI1MjUifQ.1kuw3vbQBnyOiAdxapCwK2ZwEWCuTezcG__RWMXUVf8
2012242,Behavioral Economics:  An Introductory Course,COURSE • 1 hr 1 min,This Behavioral Economics course is ideal for anyone interested in gaining a further understanding of the world you!  Economics is the...,https://img-c.udemycdn.com/course/480x270/4822246_019d.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjE0OGQwODhlMTdiNGZhMzgyMjg5OWQ2ZWI3Mzc2YzA5IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3NWZhZTAyNGVmZjJhMWNiOGQ1ODg5YTkyZjA2MWEzOTkzNzkwNmEyIiwiZXhwIjoxNzA3NTgyMjY3LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDY3LCJjaWQiOiI1MjUifQ.1NzYep02E_sr_B5nunsexRgfpZDH7quz4ZmkUG3zUyw
2012243,Theory of the Firm - A Microeconomics Course for Business,COURSE • 7 hrs 3 mins,"Managerial Economics, also known as Theory of the Firm, is a course I like to call ""Micro-Microeconomics"".  It is a course that l...",https://img-b.udemycdn.com/course/480x270/3855718_43ce_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjNiYzlmNTJhNmQ4MmRiNzI2NzdmYzgzNDRhNTY5ZDUyIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIxM2RjODAwZTcwNmZhYjA2Y2E3MzY5OGQ0NjllOWI5ZmEwYjIwYjExIiwiZXhwIjoxNzA3NTgyMjY5LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDY5LCJjaWQiOiI1MjUifQ.xSDkGFQ6CwQKEMua2S0_LtNN2XuwkVTFyzOM9LXARPY
2012244,The History of Economic Thought:  From Adam Smith to Today,COURSE • 1 hr 32 mins,This History of Economic Thought course is ideal for anyone interested in gaining a further understanding of the world you!  ...,https://img-b.udemycdn.com/course/480x270/4822374_3a6d_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijk2M2M2YzZlNzkyZjRmYzFjY2Q1OTc5ZDE4NjI0YTBjIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3MWZlMWRjNjdmYTg4MzZlMWFmYjczNDcxMmFiNjFhNzIzMDJkNTE0IiwiZXhwIjoxNzA3NTgyMjcyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDcyLCJjaWQiOiI1MjUifQ.DOygx7ujlrVtEqk0Y01XNaIDbSYGxksbJxy58kwVRAk
2012245,Development Economics:  A Comprehensive Economics Course,COURSE • 5 hrs 14 mins,This Development Economics course is ideal for anyone interested in gaining a further understanding international development and  the...,https://img-c.udemycdn.com/course/480x270/3857750_1e8e_7.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijk0NGUyNjY2ZWZkZDNkNjI1ZjBiMmVjYzU1MWMyM2RlIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI1OWM1NDcyMmYwMWY2NjRiZjNkMGM4Nzk1YTQ0YTNiMWI4OTc3YzAzIiwiZXhwIjoxNzA3NTgyMjc0LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDc0LCJjaWQiOiI1MjUifQ.4qzCU3gCFvofTv-7ek4DpLX_1rlN1N277MNGW7azivs
2012246,Sabre GDS Training | Sabre GDS Course | Sabre GDS Tutorial,COURSE • 3 hrs 26 mins,"Sabre Basics to Advance Level Training: Check availability of flight on sabre, availability command of sabre,  command to sell seat in sabre, ...",https://img-c.udemycdn.com/course/480x270/4153452_435d_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImNjZTFhYjI5OGYzMzYxMjEyMzAxNTQwMjI2NjdmNGQ3IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI0ZDY3NDRlZDRkN2Q4MzBlODllZWM5ZjJlMTUyYjU5N2JkYTEwYzEzIiwiZXhwIjoxNzA3NTgyMjc2LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDc2LCJjaWQiOiI1MjUifQ.Z4YroWwJFLzPveJ6AFlhycSaQtUY7_sjx9zpxurjYno
2012247,Databricks Certified Data Engineer Associate Exam Guide,COURSE • 10 hrs 51 mins,Welcome to our comprehensive course on Databricks Certified Data Engineer Associate certification. This course is designed to help...,https://img-c.udemycdn.com/course/480x270/4677130_d2e3_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImYxYTE1NGFkYTZiOTMyOGRiOWFlY2ZhYWE4YWRjMGNhIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3OGI2MzI5NWIwNzg0ZGMyN2I2ZmQ5NjAyZDFjYTkwYWRlYjFhMTljIiwiZXhwIjoxNzA3NTgyMjc4LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDc4LCJjaWQiOiI1MjUifQ.2nGPQ5JlMuRv9Jcd6DC4wJti3ktPMoXVBS97eS1HNjs
2012248,Animating In Procreate for the iPad,COURSE • 2 hrs 8 mins,The key to making great animations is understanding the 12 core principles of animation. In this course we use the animation assist features in Pro...,https://img-c.udemycdn.com/course/480x270/3039114_e01f.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijk1Y2VkZjFmMWMzODY1YTdjOWI2N2Y1YTU1NTVkYmU0IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIxZWJmODg4MmNiNmFjMzlkZDgxMGQ5NTZlNjI4NWJiMDYyYjYyZjNhIiwiZXhwIjoxNzA3NTgyMjgxLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDgxLCJjaWQiOiI1MjUifQ.CCI7dNTkChdXPtdnkd7M5qDZtPV01Yr93TLxqLWeOKM
2012249,How to Draw Cartoon Characters In Procreate,COURSE • 3 hrs 20 mins,If you can draw a stick figure you can learn to draw cartoon characters. Most cartoons are made up of simple shapes and understanding how to put th...,https://img-c.udemycdn.com/course/480x270/2217006_79cb_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjVlZWU4MTFlY2M4MTA3MGU2YTRhOGQ5ZDhiZWM0YTczIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJmOGI0Yzc2OWEzYjU2NGM2MTMwYmU2NjMxZjQyNTVjNzZhZTU5Mzk2IiwiZXhwIjoxNzA3NTgyMjgzLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDgzLCJjaWQiOiI1MjUifQ.zu5zkK6GcJOb6IFTtSr5vMlFpyy7T3JQl1yENi9xDJI
2012250,Read Hebrew Without Vowel Signs,COURSE • 2 hrs 59 mins,One of the biggest challenges of learning Hebrew is move from reading with vowel signs to read Hebrew without them.,https://img-c.udemycdn.com/course/480x270/3168324_3315_4.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImI4MzQ0MDVlMjJjMWE0ODIyYWFhNWI0YWU5ZjBkODk4IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIyYWZjYzBhN2VjZWM1MGRjYjY3MDI0NTFjYTMyZDgzNmRmMWE0MmY5IiwiZXhwIjoxNzA3NTgyMjg2LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDg2LCJjaWQiOiI1MjUifQ.pLQ9qAoVmsiCkadQHkz8Qc68BWJDqIUpcvUAdSP_a0M
2012251,Conversational Hebrew - Jerusalem & The Dead Sea,COURSE • 5 hrs 59 mins,Former Name: Learn Hebrew Across Israel - Jerusalem & The Dead Sea,https://img-c.udemycdn.com/course/480x270/1641662_fd03_4.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImU2MGYwM2FlN2Y2N2ViMmZiZmNkMzAxNzhmMjEyYmRkIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI2NzczMWFkNzY1MGZkZWZmMzg1Yzk0MzNiYThkNjI0ZDI1MjE1NTk0IiwiZXhwIjoxNzA3NTgyMjg4LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDg4LCJjaWQiOiI1MjUifQ.lo3mf6AbQo3GDq1Pz2VG40A3i4oFZ2AK33d9HvcfvHI
2012252,Appian Developer Associate,COURSE,"800 Exam Questions. You will take 3 different test to probe your skills. Explain Application Components and Data Flow, Manage the Application Lifec...",https://img-c.udemycdn.com/course/480x270/4816908_062b.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImM3MTZmYTIyZDY2ZmNhZGUxZjI2MDIzNmVmNzRkNjBhIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJjMjM3OWMxOGIyYWMxMjU5MDllMDAwOTM0YzZhOWFmZjA0NjVjODA0IiwiZXhwIjoxNzA3NTgyMjkxLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDkxLCJjaWQiOiI1MjUifQ.wBFicUzOHLRiInWFGweSKH1ehJM22OpveAPzA4eL-34
2012253,Master Azure Bicep in Hours: Fast-Track to Success,COURSE • 2 hrs 26 mins,"Welcome to ""Mastering Azure Bicep"" led by Hector Perez, a Microsoft MVP and seasoned software developer with over a decade of experience. Azure Bic...",https://img-c.udemycdn.com/course/480x270/5237450_29c5.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjA4YzNkNzA4MGVkOTEwNTFlN2MxZGFjYWFlMmUwMzA0IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIzYjczNTBjM2Q0ZTk4YTg4ZjVlOTdkMGM4MDkyYmIwNDNmMWI2YzZhIiwiZXhwIjoxNzA3NTgyMjkyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDkyLCJjaWQiOiI1MjUifQ.NR0JnkAwmAYNUGUXjqg23jIkgT6MR3Yv5SyBJGHlJKA
2012254,Power BI Administration: Administering the Power BI Service,COURSE • 5 hrs 19 mins,"If you are a Power BI administrator, then welcome to the only course on Udemy dedicated entirely to Microsoft Power BI administration.",https://img-c.udemycdn.com/course/480x270/5075832_e8ab.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijc2ZWZjNzExMzQyOThjMjdkYTQ1ZDg3ZDVmNDA1YjFkIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI0Njg2ODgyYjJkYjA5NzczMWZhYjBjOTAzM2YwOWM1N2ViNDBjOTliIiwiZXhwIjoxNzA3NTgyMjk1LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDk1LCJjaWQiOiI1MjUifQ.Fzn9rE09IJbe5UXCV-Chz-nrviNwx6N3luO7lEDhA_k
2012255,Full Ethical Hacking Course,COURSE • 14 hrs 50 mins,"Introduction to cyber-security and ethical hacking platforms and learn from the top ethical hacker and penetration testing instructor, Loi ...",https://img-c.udemycdn.com/course/480x270/3640040_dd97_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjViODg4MDRmNmE1MjQ3NmVkNDYwYzZhZjRhM2JhMGI2IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIzNDdiMmMyMTY2NTU1YmM2ZTMzOGIxYzdmYTRkMzY1NTcxYTZjMTFhIiwiZXhwIjoxNzA3NTgyMjk4LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NDk4LCJjaWQiOiI1MjUifQ._2FWkFGt_9ck4Kig4t1hREtRtFGsl9WwCwkfxxX9J4Q
2012256,How to Stay Positive When Everything Feels Negative,COURSE • 1 hr 12 mins,"I don't know about you, but for me the last several years have felt hard. Actually, harder than hard. They've felt:",https://img-c.udemycdn.com/course/480x270/5305086_3b83.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijk1ZmJjMmYyNTM4ZjUyMGM0NWNiNTUzYWZjYzgzYjY0IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI0NGYwZmUxNTUxZjQ4NDNlNDMzMDI2NjIwODNiNzE5ZjgyNDJlYWFjIiwiZXhwIjoxNzA3NTgyMzAwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTAwLCJjaWQiOiI1MjUifQ.PcDEvuTlpAsB7f6_0zlr4DJ2BjGY_uI1jxiuBxdYcg8
2012257,Financial Modeling & Valuation in Excel - Complete Course,COURSE • 33 hrs 34 mins,"Financial modeling is a technique used by companies for financial analysis in which the income statement, balance sheet, and cash flow statement of...",https://img-c.udemycdn.com/course/480x270/5271968_918a_4.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijg4ODZjNTA0NmJmMTY5ZjJlYjA0NzhhMmE1Yzc2MWQ4IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJjN2IyOWE4ZjI2OWNhZDIyMTg2NmJlNTMxY2EzMWMwNjI3OWZhNmEyIiwiZXhwIjoxNzA3NTgyMzA1LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTA1LCJjaWQiOiI1MjUifQ.MwpR5f3TSAvJV5ou5-2GNnLBXMrcYZ_3LqXFvGUcS0c
2012258,"Master course : Vigilant Leader, Upskilling & ERG Leadership",COURSE • 52 mins,"Master course in vigilant leader, upskilling leaders and ERG leadership",https://img-c.udemycdn.com/course/480x270/5271064_a843.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjcxOTQ3ZTVmYzI3YjY3OTgwYTk5MDFiZTUwZGI5MTI3IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIyNWI0YzM2YmRhZWJhZDcyNTgwMDZhZWE0YWY1YmRmNzMxODVhZDk3IiwiZXhwIjoxNzA3NTgyMzA5LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTA5LCJjaWQiOiI1MjUifQ.1eR2xW9964KcuQxXAHfG0AbUYUGin6p5A182q33Ey3g
2012259,Master Course: HR Fundamentals and HR Leadership (101 level),COURSE • 1 hr,Master course in HR fundamentals and HR leadership (101 level),https://img-c.udemycdn.com/course/480x270/5264984_ea6d.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImIwNmQ5OWRhOWQ2N2ExMzk4YzU4YmQ4OGJhNzExNDBmIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJmNGYyZTE1YmM1OWE5M2FhZmNlMWU4NTZmODNmYTg5ZGVhYTJkZGE2IiwiZXhwIjoxNzA3NTgyMzEwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTEwLCJjaWQiOiI1MjUifQ.lUZJ5ZqpExwS4hkvsXsvUrrI22Iq6Tjy668qGGCdZ4A
2012260,Effective Leadership: A Practical Guide,COURSE • 2 hrs 57 mins,Do you feel like you're struggling to lead your team effectively? Are you facing challenges in motivating...,https://img-c.udemycdn.com/course/480x270/5264256_6c96_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImQ1NjYxMjI5ODM3NzkxNzBmMWRhMTZmYjkxMzI3MDRmIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI0YmFiYmUxY2NhY2ZhNDQ3NjdlMTk0MGJiNWYwOWVjYmI3OWQwNjIxIiwiZXhwIjoxNzA3NTgyMzEzLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTEzLCJjaWQiOiI1MjUifQ.eH3Ya8TpbKUSpOn8t9yKqSY83P3WvjUpBGtFzvFO4dw
2012261,Financial Modeling in Excel - Build Valuation Model of Apple,COURSE • 8 hrs 17 mins,"Financial models play a vital role in most major business decisions. Generally, a company prepares an economic model whenever it plans to expand it...",https://img-c.udemycdn.com/course/480x270/5260950_7b7e_4.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjllNGZjNTk1NzBhNzNhNTE3YjM4ZTA3ZWRhZjBkOWRjIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3MzAzYWE4NzFiZTA0YTMwYWM0ODUxZTBjZWQ2NmU0YjkzMTE4ZWNhIiwiZXhwIjoxNzA3NTgyMzE2LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTE2LCJjaWQiOiI1MjUifQ.PT91ScVpFzob32b_BnDtJA19wxWoJSG2-_OJZL332wE
2012262,ChatGPT Crash Course: Introduction to ChatGPT for Work,COURSE • 3 hrs 41 mins,Are you ready to dive into the world of AI communication and revolutionize your professional life? Suitable for people with technical and non-techn...,https://img-c.udemycdn.com/course/480x270/5258316_5037_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImM4OGRhMjNjZjIwODFkZjBhYTI4YWVmOTAyZDU1NDkxIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI4NTUxNWE1MDVkNWFmNmNlNTIyNjUwNGIwMzNmN2FlOTU1MWIyNWYyIiwiZXhwIjoxNzA3NTgyMzE4LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTE4LCJjaWQiOiI1MjUifQ.Kv7SE0JSpZkduUlkW9brdL9uYJr9992KafpM2jCCV1M
